sample_id,specimen_id,Status
739,293,AFSC Freezer
740,293,AFSC Freezer
741,294,AFSC Freezer
742,295,AFSC Freezer
743,295,AFSC Freezer
744,296,AFSC Freezer
745,296,AFSC Freezer
746,297,AFSC Freezer
747,297,AFSC Freezer
748,298,AFSC Freezer
749,298,AFSC Freezer
750,299,LLNL Layer Soln
751,299,AFSC Freezer
752,300,AFSC Freezer
753,300,AFSC Freezer
754,301,AFSC Freezer
755,301,AFSC Freezer
756,302,AFSC Freezer
757,302,AFSC Freezer
758,303,AFSC Freezer
759,303,AFSC Freezer
760,304,AFSC Freezer
761,304,AFSC Freezer
762,305,AFSC Freezer
763,305,AFSC Freezer
764,306,AFSC Freezer
765,306,AFSC Freezer
766,307,AFSC Freezer
767,307,AFSC Freezer
768,308,AFSC Freezer
769,308,AFSC Freezer
770,309,AFSC Freezer
771,309,AFSC Freezer
772,310,AFSC Freezer
773,310,AFSC Freezer
774,311,AFSC Freezer
775,311,AFSC Freezer
776,312,AFSC Freezer
777,312,AFSC Freezer
778,313,AFSC Freezer
779,313,AFSC Freezer
780,314,AFSC Freezer
781,314,AFSC Freezer
792,326,AFSC Freezer
793,326,AFSC Freezer
794,326,AFSC Freezer
795,327,AFSC Freezer
796,327,AFSC Freezer
797,327,AFSC Freezer
798,328,AFSC Freezer
799,328,AFSC Freezer
800,328,AFSC Freezer
801,328,AFSC Freezer
802,328,AFSC Freezer
803,328,AFSC Freezer
804,329,AFSC Freezer
805,329,AFSC Freezer
806,329,AFSC Freezer
807,330,AFSC Freezer
808,330,AFSC Freezer
809,330,AFSC Freezer
810,331,AFSC Freezer
811,331,AFSC Freezer
812,331,AFSC Freezer
813,332,AFSC Freezer
814,332,AFSC Freezer
815,332,AFSC Freezer
816,333,AFSC Freezer
817,333,AFSC Freezer
818,334,AFSC Freezer
819,334,AFSC Freezer
820,335,AFSC Freezer
821,335,AFSC Freezer
822,336,AFSC Freezer
823,336,AFSC Freezer
824,337,AFSC Freezer
825,337,AFSC Freezer
826,338,AFSC Freezer
827,338,AFSC Freezer
828,339,AFSC Freezer
829,339,AFSC Freezer
830,340,AFSC Freezer
831,340,AFSC Freezer
832,341,AFSC Freezer
833,341,AFSC Freezer
834,342,AFSC Freezer
835,342,AFSC Freezer
836,343,AFSC Freezer
837,343,AFSC Freezer
838,344,AFSC Freezer
839,344,AFSC Freezer
840,345,AFSC Freezer
841,345,AFSC Freezer
842,346,AFSC Freezer
843,346,AFSC Freezer
844,347,AFSC Freezer
845,347,AFSC Freezer
846,348,AFSC Freezer
847,348,AFSC Freezer
848,349,AFSC Freezer
849,350,AFSC Freezer
850,351,AFSC Freezer
851,352,AFSC Freezer
852,353,AFSC Freezer
853,354,AFSC Freezer
854,355,AFSC Freezer
855,355,AFSC Freezer
856,355,AFSC Freezer
857,356,AFSC Freezer
858,356,AFSC Freezer
859,356,AFSC Freezer
860,357,AFSC Freezer
861,357,AFSC Freezer
1000,357,AFSC Freezer
1001,357,AFSC Freezer
862,358,AFSC Freezer
863,358,AFSC Freezer
864,359,AFSC Freezer
865,359,AFSC Freezer
866,359,AFSC Freezer
867,360,AFSC Freezer
868,360,AFSC Freezer
869,360,AFSC Freezer
870,361,AFSC Freezer
871,361,AFSC Freezer
872,361,AFSC Freezer
873,362,AFSC Freezer
874,362,AFSC Freezer
875,362,AFSC Freezer
876,363,AFSC Freezer
877,363,AFSC Freezer
878,363,AFSC Freezer
879,364,AFSC Freezer
880,364,AFSC Freezer
881,364,AFSC Freezer
882,365,AFSC Freezer
883,365,AFSC Freezer
884,365,AFSC Freezer
885,366,AFSC Freezer
886,366,AFSC Freezer
887,366,AFSC Freezer
888,367,AFSC Freezer
889,367,AFSC Freezer
890,367,AFSC Freezer
891,368,AFSC Freezer
892,368,AFSC Freezer
893,368,AFSC Freezer
894,369,AFSC Freezer
895,369,AFSC Freezer
896,369,AFSC Freezer
897,370,AFSC Freezer
898,370,AFSC Freezer
899,370,AFSC Freezer
900,371,AFSC Freezer
901,371,AFSC Freezer
902,371,AFSC Freezer
903,372,AFSC Freezer
904,372,AFSC Freezer
905,372,AFSC Freezer
906,373,AFSC Freezer
907,373,AFSC Freezer
908,373,AFSC Freezer
909,374,AFSC Freezer
910,374,AFSC Freezer
911,374,AFSC Freezer
912,375,AFSC Freezer
913,375,AFSC Freezer
914,375,AFSC Freezer
915,376,AFSC Freezer
916,376,AFSC Freezer
917,376,AFSC Freezer
918,377,AFSC Freezer
919,377,AFSC Freezer
920,377,AFSC Freezer
921,378,AFSC Freezer
922,378,AFSC Freezer
923,379,AFSC Freezer
924,379,AFSC Freezer
925,379,AFSC Freezer
926,380,AFSC Freezer
927,380,AFSC Freezer
928,380,AFSC Freezer
929,381,AFSC Freezer
930,381,AFSC Freezer
931,381,AFSC Freezer
932,382,AFSC Freezer
933,382,AFSC Freezer
934,382,AFSC Freezer
935,383,AFSC Freezer
936,383,AFSC Freezer
937,383,AFSC Freezer
938,384,AFSC Freezer
939,384,AFSC Freezer
940,384,AFSC Freezer
941,385,AFSC Freezer
942,385,AFSC Freezer
943,385,AFSC Freezer
944,386,AFSC Freezer
945,386,AFSC Freezer
946,386,AFSC Freezer
947,387,AFSC Freezer
948,387,AFSC Freezer
949,387,AFSC Freezer
950,388,AFSC Freezer
951,388,AFSC Freezer
952,388,AFSC Freezer
953,389,AFSC Freezer
954,390,AFSC Freezer
955,389,AFSC Freezer
956,390,AFSC Freezer
957,391,AFSC Freezer
958,391,AFSC Freezer
959,392,AFSC Freezer
960,392,AFSC Freezer
996,392,AFSC Freezer
997,392,AFSC Freezer
961,393,AFSC Freezer
962,393,AFSC Freezer
963,393,AFSC Freezer
964,394,AFSC Freezer
965,394,AFSC Freezer
966,394,AFSC Freezer
967,395,AFSC Freezer
968,395,AFSC Freezer
969,395,AFSC Freezer
970,396,AFSC Freezer
971,396,AFSC Freezer
972,396,AFSC Freezer
973,397,AFSC Freezer
974,397,AFSC Freezer
975,397,AFSC Freezer
976,398,AFSC Freezer
977,398,AFSC Freezer
978,398,AFSC Freezer
979,399,AFSC Freezer
980,399,AFSC Freezer
981,399,AFSC Freezer
982,400,AFSC Freezer
983,400,AFSC Freezer
984,400,AFSC Freezer
985,401,AFSC Freezer
986,401,AFSC Freezer
987,401,AFSC Freezer
988,402,AFSC Freezer
989,402,AFSC Freezer
990,402,AFSC Freezer
991,403,AFSC Freezer
992,403,AFSC Freezer
993,403,AFSC Freezer
994,404,AFSC Freezer
995,404,AFSC Freezer
998,405,AFSC Freezer
999,405,AFSC Freezer
1002,406,AFSC Freezer
1003,406,AFSC Freezer
1042,406,AFSC Freezer
1043,406,AFSC Freezer
1004,407,AFSC Freezer
1044,407,AFSC Freezer
1005,407,AFSC Freezer
1045,407,AFSC Freezer
1006,408,AFSC Freezer
1040,408,AFSC Freezer
1007,408,AFSC Freezer
1041,408,AFSC Freezer
1008,409,AFSC Freezer
1025,409,AFSC Freezer
1009,409,AFSC Freezer
1026,409,AFSC Freezer
1010,410,AFSC Freezer
1047,410,AFSC Freezer
1011,410,AFSC Freezer
1048,410,AFSC Freezer
1012,411,AFSC Freezer
1013,411,AFSC Freezer
1014,411,AFSC Freezer
1015,412,AFSC Freezer
1016,412,AFSC Freezer
1017,412,AFSC Freezer
1018,413,AFSC Freezer
1019,413,AFSC Freezer
1020,413,AFSC Freezer
1021,414,AFSC Freezer
1046,414,AFSC Freezer
1022,414,AFSC Freezer
1023,415,AFSC Freezer
1030,415,AFSC Freezer
1024,415,AFSC Freezer
1027,416,AFSC Freezer
1028,416,AFSC Freezer
1029,416,AFSC Freezer
1031,417,AFSC Freezer
1032,417,AFSC Freezer
1033,417,AFSC Freezer
1034,418,AFSC Freezer
1035,418,AFSC Freezer
1036,418,AFSC Freezer
1037,419,AFSC Freezer
1038,419,AFSC Freezer
1039,419,AFSC Freezer
1049,420,AFSC Freezer
1050,420,AFSC Freezer
1051,421,AFSC Freezer
1052,421,AFSC Freezer
1053,421,AFSC Freezer
