Sample_ID,Specimen_ID,,Make sure Specimen_ID's start at 15
428,153,,
429,154,,
430,154,,
431,155,,
432,155,,
433,156,,
434,156,,
435,156,,
439,157,,
440,157,,
441,158,,
442,158,,
443,159,,
444,159,,
445,159,,
446,160,,
447,160,,
448,161,,
449,161,,
450,162,,
451,162,,
452,163,,
453,163,,
454,164,,
455,164,,
456,164,,
457,165,,
458,165,,
459,165,,
460,166,,
461,166,,
462,167,,
463,167,,
464,168,,
465,168,,
466,168,,
467,157,,
468,157,,
469,169,,
470,169,,
471,158,,
472,158,,
473,170,,
474,170,,
475,170,,
476,171,,
477,171,,
478,171,,
479,172,,
480,172,,
481,173,,
482,173,,
483,172,,
484,172,,
485,174,,
486,174,,
487,174,,
488,175,,
489,175,,
,,"It's possible 490-497 were skipped on accident, thus next spec # would be 176, need to double check no data forms left on desk",
498,173,"If so, leave as is, instead of changing numbers",
499,173,,
500,182,,
501,182,,
502,183,,
503,183,,
504,184,,
505,184,,
506,184,,
507,185,,
508,185,,
509,185,,
510,See previous DF,,
511,See previous DF,,
512,See previous DF,,
513,See previous DF,,
514,See previous DF,,
515,See previous DF,,
516,186,,
517,186,,
518,186,,
519,187,,
520,187,,
521,187,,
522,188,,
523,188,,
524,188,,
525,152,,
526,152,,
527,163,,
528,163,,
529,110,,
530,110,,
531,189,,
532,189,,
533,189,,
534,154,,
535,154,,
536,155,,
537,155,,
538,190,,
539,190,,
540,190,,
541,190,,
542,190,,
543,191,,
544,191,,
546,191,,
547,191,,
548,191,,
549,191,,
550,192,,
551,193,,
552,194,,
553,195,,
554,196,,
555,197,,
556,198,,
557,199,,
558,315,,
559,200,,
560,201,,
561,202,,
562,203,,
563,204,,
564,205,,
565,206,,
566,207,,
567,208,,
568,209,,
569,210,,
570,211,,
571,212,,
572,213,,
573,214,,
574,215,,
575,216,,
576,217,,
577,218,,
578,219,,
579,206,,
580,220,,
581,221,,
582,221,,
583,221,,
584,221,,
585,221,,
586,221,,
587,221,,
588,222,,
589,222,,
590,222,,
591,222,,
592,222,,
593,222,,
594,223,,
595,224,,
596,225,,
597,226,,
598,227,,
599,228,,
600,229,,
601,230,,
602,231,,
603,231,,
604,231,,
605,231,,
606,231,,
607,231,,
608,232,,
609,232,,
610,232,,
611,232,,
612,232,,
613,232,,
614,233,,
615,233,,
616,233,,
617,233,,
618,233,,
619,233,,
620,234,,
621,234,,
622,234,,
623,234,,
624,234,,
625,235,,
626,230,,
627,236,,
628,237,,
629,45,,
630,224,,
631,238,,
632,239,,
633,39,,
634,37,,
635,44,,
636,38,,
637,240,,
638,228,,
639,241,,
640,242,,
641,243,,
642,42,,
643,46,,
644,244,,
645,226,,
646,245,,
647,246,,
648,247,,
649,248,,
650,249,,
651,40,,
652,250,,
653,41,,
654,251,,
655,43,,
656,252,,
657,253,,
658,254,,
659,255,,
660,256,,
661,257,,
662,258,,
663,259,,
664,259,,
665,259,,
666,260,,
667,261,,
668,262,,
669,262,,
670,263,,
671,263,,
672,264,,
673,264,,
674,265,,
675,265,,
676,266,,
677,266,,
678,267,,
679,268,,
680,268,,
681,269,,
682,269,,
683,270,,
684,270,,
685,271,,
686,271,,
687,272,,
688,272,,
689,273,,
690,273,,
691,274,,
692,274,,
693,274,,
694,273,,
695,272,,
696,271,,
697,270,,
698,269,,
699,267,,
700,268,,
701,266,,
702,265,,
703,263,,
704,264,,
705,262,,
706,275,,
707,275,,
708,276,,
709,276,,
710,277,,
711,277,,
712,278,,
713,278,,
714,279,,
715,279,,
716,280,,
717,280,,
718,281,,
719,281,,
720,282,,
721,283,,
722,283,,
723,284,,
724,284,,
725,285,,
726,285,,
727,286,,
728,286,,
729,287,,
730,287,,
731,288,,
732,289,,
733,289,,
734,290,,
735,290,,
736,291,,
737,292,,
738,292,,
739,293,,
740,293,,
741,294,,
742,295,,
743,295,,
744,296,,
745,296,,
746,297,,
747,297,,
748,298,,
749,298,,
750,299,,
751,299,,
752,300,,
753,300,,
754,301,,
755,301,,
756,302,,
757,302,,
758,303,,
759,303,,
760,304,,
761,304,,
762,305,,
763,305,,
764,306,,
765,306,,
766,307,,
767,307,,
768,308,,
769,308,,
770,309,,
771,309,,
772,310,,
773,310,,
774,311,,
775,311,,
776,312,,
777,312,,
778,313,,
779,313,,
780,314,,
781,314,,
